"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5"
"caminho";-1,283;0,902;14,34;-2,419;-4,658
"ai";-1,344;-0,008;-0,001;1,69;-0,021
"2";-0,046;-0,016;-3,095;13,979;-1,769
"simplesmente";0,902;-0,094;-1,937;7,275;-2,382
"potencialmente";-1,139;3,089;0,055;0,821;-2,382
"originariamente";-0,725;-2,362;3,593;-3,602;2,835
"noventa";27,323;-0,048;-5,789;1,105;-6,394
"historicamente";-2,689;32,629;-5,448;3,382;-6,018
"ei";-3,026;-2,835;-3,74;-4,324;40,926
"altamente";-0,156;9,822;-3,74;7,275;-6,771
"tentar";0,386;-0,613;0,013;-0,348;0,275
"oitenta";11,231;-2,52;-5,448;6,113;-1,769
"legalmente";0,249;12,407;-1,403;-0,481;-1,769
"extremamente";0,148;-2,677;2,243;2,774;-3,936
"concretamente";-0,859;1,775;1,243;0,328;-3,578
"ali";0,148;-0,861;0,884;-0,032;-0,122
"setimo";-1,848;-1,732;-0,301;8,74;0
"originalmente";6,96;0,363;-3,095;-0,481;-0,043
"novamente";0,249;-0,735;-3,095;1,454;0,838
"jamais";-0,046;-0,735;0,292;0,328;-0,043
"formalmente";-1,848;-0,19;0,021;2,043;0
"essencialmente";-2,521;0,525;6,196;-1,548;-0,404
"eficazmente";-2,689;0,363;15,911;-1,761;-3,578
"afinal";-0,046;0,363;-3,095;6,113;-0,591
"10";-1,344;0,887;-0,001;1,69;-0,884
"sic";-0,013;8,918;-5,107;-3,602;2,835
"perfeitamente";-2,521;0,525;-0,229;0,004;1,219
"oitavo";-1,512;-0,047;-0,047;7,566;-1,19
"finalmente";-0,472;-2,047;-0,686;14,843;-0,932
"definitivamente";-2,353;-0,496;0,791;-3,362;6,284
"comprovadamente";-2,353;-2,204;26,94;-0,23;-5,265
"sessenta";18,857;-1,889;-4,085;3,834;-4,512
"quinze";23,517;-0,386;-4,426;-0,131;-0,932
"minimamente";-2,184;6,854;-0,036;0,116;-0,932
"indiretamente";-0,595;0,006;7,467;0,039;-5,265
"eu";-0,25;0,198;-0,301;2,043;-0,462
"usar";-0,078;2,989;-3,063;3,635;-1,19
"sexto";-1,512;-1,417;-0,968;3,635;1,332
"priori";0,801;-0,386;8,984;-3,122;-2,522
"mim";-0,472;-2,047;-2,149;-1,133;16,137
"juntamente";-0,356;-0,283;-1,843;3,834;0,22
"frontalmente";0,051;8,061;-4,085;3,834;-4,512
"excessivamente";0,13;-1,732;2,343;-2,641;0,455
"enfaticamente";-2,184;-2,047;24,111;-0,131;-4,888
"aparentemente";0,13;-1,732;0,701;0,443;-0,462
"acaso";-2,184;-2,047;2,966;1,088;-0,117
"verdadeiramente";-2,016;1,331;-4,085;0,246;3,116
"setenta";1,488;-1,732;-3,744;13,838;-1,84
"particularmente";-0,356;3,986;-4,085;11,698;-4,512
"mensalmente";1,102;-1,889;-4,085;23,838;-4,512
"maxime";-0,25;1,755;-0,301;-2,641;1,826
"manifestamente";-1,848;-0,19;0,701;-2,641;4,114
"evidentemente";0,051;-0,283;-0,001;-0,055;0,22
"ecologicamente";-0,356;38,567;-1,843;-2,881;-2,178
"constantemente";-2,016;20,474;-4,085;3,834;-4,512
"acentuadamente";0,051;-1,889;21,301;-2,881;-4,512
"tipicamente";0,257;-0,11;6,334;-2,401;-1,51
"reiteradamente";-0,078;-0,047;1,729;-2,161;0,165
"provavelmente";-0,25;-1,732;0,701;2,043;-0,462
"privativamente";3,478;-0,008;-0,001;-0,241;-0,884
"oportunamente";-0,078;2,989;-0,968;-0,392;0,165
"nove";14,434;-1,732;-1,542;-0,01;-0,462
"ninguem";-1,68;5,943;-0,153;0,003;-0,269
"nacionalmente";-1,848;-0,19;-1,542;13,838;-0,462
"longe";0,13;4,861;-3,744;0,443;-0,462
"livremente";0,129;18,783;-1,701;-1,2;-1,879
"incidentalmente";-1,848;-1,732;4,945;-2,641;1,826
"exceto";5,339;-1,574;0,113;-0,56;-0,269
"6";-1,176;1,338;-2,382;-1,68;6,868
"voce";-1,512;0,571;-3,063;19,704;-3,383
"tradicionalmente";0,257;5,943;-0,153;-2,401;-0,269
"praticamente";1,147;-1,102;-0,455;6,411;-2,631
"mormente";-1,68;0,35;-0,153;0,728;0,037
"destarte";-0,156;0,35;0,113;0,003;-0,269
"basicamente";-1,68;0,35;10,521;-0,56;-3,759
"analogicamente";-1,176;-1,102;0,038;-1,68;6,868
"4";-0,156;-0,11;-3,404;-2,401;13,997
"unicamente";0,451;-0,047;-0,968;7,566;-3,383
"temporariamente";2,669;-0,787;-1,701;5,297;-1,879
"talvez";-1,512;-0,047;8,107;0,048;-3,383
"tacitamente";0,451;-1,417;-3,063;1,129;1,332
"realmente";-1,512;-1,417;13,057;0,048;-3,383
"quinhentos";23,192;-0,944;-2,042;-0,028;-2,255
"provisoriamente";-1,512;2,989;-3,063;-0,392;3,62
"processualmente";-1,512;-1,417;8,107;-2,161;0,165
"per";2,63;-1,417;-0,047;0,048;-0,117
"infelizmente";-0,078;2,989;-3,063;3,635;-1,19
"gravemente";-0,078;0,571;0,301;0,048;-1,19
"concomitantemente";-1,512;7,3;-3,063;0,048;0,165
"completamente";-0,078;0,571;-0,968;0,048;0,165
"certamente";-0,078;-0,047;-0,047;1,129;-0,117
"automaticamente";-0,078;-0,047;-3,063;0,048;3,62
"1";0;1,338;-2,382;-0,115;0,853
"simultaneamente";3,478;0,887;-0,001;-0,241;-3,007
"prioritariamente";-0,023;-1,259;-0,001;9,552;-3,007
"possivelmente";-1,008;24,861;-2,042;-0,028;-2,255
"porventura";-0,023;0,887;-0,701;0,164;-0,021
"ontem";-1,344;0,887;-2,722;15,887;-3,007
"oficialmente";8,46;-0,787;-1,701;1,367;-1,879
"materialmente";-0,023;3,896;2,562;-1,92;-3,007
"idem";0,026;6,776;-2,042;0,752;-2,255
"flagrantemente";0,734;0,887;-2,722;1,69;-0,884
"cem";18,523;-1,102;0,038;-1,68;-2,631
"3";0,129;0,175;0,565;-1,2;-0,135
"18";-0,84;0,175;0,565;-1,2;0,406
"tempestivamente";0;-1,102;0,038;0,382;0,006
"suficientemente";-1,176;0,003;-0,455;-1,68;6,868
"quatrocentos";17,502;-0,787;-1,701;0,001;-1,879
"primeiramente";-1,176;1,338;-2,382;-0,115;3,141
"preferencialmente";1,147;1,338;-2,382;2,48;-2,631
"obrigatoriamente";4,616;0,003;-0,455;-0,115;-0,598
"isoladamente";1,147;-1,102;-0,455;2,48;-0,598
"inegavelmente";-1,176;1,338;3,731;-0,115;-2,631
"fundamentalmente";-1,176;1,338;3,731;-0,115;-2,631
"doze";4,616;0,003;-0,455;0,382;-2,631
"diariamente";-1,176;-1,102;-2,382;29,194;-2,631
"des";-1,008;0,048;0,201;-0,028;0,11
"algo";1,147;1,338;-2,382;-0,115;0,006
"administrativamente";0;-1,102;0,038;2,48;-0,598
"adiante";-1,008;0,048;-2,042;-0,028;4,684
"zero";0,367;-0,629;-1,361;7,941;-1,503
"virtualmente";-1,008;0,048;-2,042;8,613;-0,342
"unilateralmente";-1,008;0,048;-2,042;15,749;-2,255
"trezentos";23,192;-0,944;-2,042;-1,44;-0,342
"tecnicamente";-1,008;14,399;-2,042;0,752;-2,255
"significativamente";-1,008;-0,944;-2,042;25,022;-2,255
"publicamente";0,026;-0,944;-2,042;15,749;-2,255
"propriamente";-1,008;0,048;0,201;-0,028;0,11
"notoriamente";-1,008;-0,944;-2,042;15,749;-0,342
"marcadamente";-1,008;-0,944;17,65;-1,44;-2,255
"inteiramente";13,336;-0,944;-0,241;-1,44;-0,342
"gratuitamente";-1,008;1,992;-2,042;8,613;-2,255
"genericamente";0,129;2,97;-1,701;-1,2;0,406
"financeiramente";2,669;0,175;-1,701;1,367;-1,879
"diversamente";-0,84;-0,787;-1,701;0,001;6,996
"dificilmente";-1,008;-0,944;10,646;-1,44;-0,342
"dezessete";0,026;0,048;-2,042;0,752;0,11
"decretado";0,026;6,776;-2,042;-0,028;-0,342
"contratualmente";13,336;-0,944;-0,241;-1,44;-0,342
"alternativamente";0,129;-0,787;-1,701;0,001;2,693
"2014";-0,84;-0,787;14,707;-1,2;-1,879
"12";-1,008;1,992;-0,241;-1,44;1,557
"tu";-0,504;0,996;-1,021;4,306;-1,127
"te";-0,504;7,198;-1,021;-0,72;0,055
"satisfatoriamente";-0,84;-0,787;14,707;-1,2;-1,879
"rotineiramente";-0,84;9,173;-0,076;0,001;-1,879
"recem";2,669;-0,787;-1,701;1,367;-0,135
"quinto";-0,84;-0,787;-1,701;5,297;0,406
"onze";2,669;2,97;-1,701;0,001;-1,879
"novecentos";2,669;-0,787;-1,701;-1,2;2,693
"mundialmente";-0,84;-0,787;-1,701;20,85;-1,879
"judicialmente";0,129;-0,787;-0,076;0,001;0,406
"geralmente";-0,84;-0,787;-0,076;11,791;-1,879
"fortemente";-0,84;-0,787;-1,701;20,85;-1,879
"facilmente";-0,84;0,175;3,166;0,001;-1,879
"diferentemente";-0,84;-0,787;-1,701;1,367;2,693
"corretamente";0,129;0,175;-0,076;0,001;-0,135
"cientificamente";-0,84;0,175;-1,701;11,791;-1,879
"aquem";0,129;0,175;-1,701;1,367;-0,135
"aproximadamente";-0,84;-0,787;-0,076;5,297;-0,135
"anualmente";0,367;-0,629;-1,361;7,941;-1,503
"862";0,876;-0,472;2,701;-0,72;-1,127
"146";0,876;-0,472;2,701;-0,72;-1,127
"verticalmente";-0,672;25,439;-1,361;-0,96;-1,503
"socialmente";-0,672;4,516;-1,361;0,082;-0,011
"sobremaneira";-0,672;-0,629;-1,361;0,082;4,585
"setecentos";17,874;-0,472;-1,021;-0,72;-1,127
"sabidamente";-0,672;0,443;0;2,409;-1,503
"racionalmente";-0,672;-0,629;-1,361;-0,96;10,651
"quatorze";11,948;-0,629;-1,361;0,082;-1,503
"preventivamente";-0,672;0,443;0;-0,96;1,038
"periodicamente";0,367;-0,629;0;2,409;-1,503
"outrora";-0,672;0,443;-1,361;-0,96;4,585
"ordinariamente";4,126;0,443;0;-0,96;-1,503
"oitocentos";4,126;-0,629;-1,361;2,409;-1,503
"obviamente";-0,672;0,443;0;0,082;-0,011
"objetivamente";0,367;-0,629;5,202;-0,96;-1,503
"normalmente";-0,672;0,443;0;2,409;-1,503
"nomeadamente";-0,672;0,443;-1,361;0,082;1,038
"indistintamente";0,367;-0,629;-1,361;2,409;-0,011
"impreterivelmente";-0,672;-0,629;-1,361;16,679;-1,503
"implicitamente";-0,504;-0,472;-1,021;-0,72;7,988
"hierarquicamente";0,876;-0,472;0,1;-0,72;0,055
"fisicamente";-0,672;-0,629;-1,361;7,941;-0,011
"extrajudicialmente";4,126;4,516;-1,361;-0,96;-1,503
"extensivamente";-0,672;-0,629;5,202;-0,96;-0,011
"exponencialmente";-0,672;-0,629;-1,361;16,679;-1,503
"exemplificativamente";4,126;0,443;0;-0,96;-1,503
"eletronicamente";-0,672;0,443;-1,361;0,082;1,038
"diuturnamente";-0,672;0,443;1,281;-0,96;-0,011
"dezenove";4,126;-0,629;-1,361;2,409;-1,503
"detalhadamente";-0,672;-0,629;-1,361;16,679;-1,503
"demasiadamente";-0,672;-0,629;11,765;-0,96;-1,503
"cumulativamente";0,367;-0,629;5,202;-0,96;-1,503
"continuamente";-0,672;-0,629;-1,361;16,679;-1,503
"centesimo";11,948;-0,629;-1,361;0,082;-1,503
"atras";-0,672;4,516;-1,361;2,409;-1,503
"aleatoriamente";0,367;-0,629;-1,361;0,082;1,038
"acertadamente";-0,672;-0,629;5,202;-0,96;-0,011
"universalmente";-0,504;19,078;-1,021;-0,72;-1,127
"ue";-0,504;-0,472;-1,021;12,508;-1,127
"tras";-0,504;0,996;-1,021;4,306;-1,127
"terco";-0,504;-0,472;-1,021;0,376;2,342
"sistematicamente";-0,504;0,996;0,1;-0,72;0,055
"recorrentemente";-0,504;-0,472;-1,021;0,376;2,342
"raramente";-0,504;0,996;-1,021;4,306;-1,127
"rapidamente";-0,504;0,996;-1,021;0,376;0,055
"proporcionalmente";0,876;7,198;-1,021;-0,72;-1,127
"profundamente";6,667;-0,472;-1,021;0,376;-1,127
"outrem";-0,504;0,996;-1,021;4,306;-1,127
"mutuamente";-0,504;7,198;-1,021;0,376;-1,127
"interinamente";0,876;-0,472;-1,021;-0,72;2,342
"inevitavelmente";0,876;-0,472;0,1;0,376;-1,127
"inequivocamente";-0,504;-0,472;0,1;0,376;0,055
"individualmente";-0,504;7,198;0,1;-0,72;-1,127
"indefinidamente";-0,504;0,996;0,1;-0,72;0,055
"ilegalmente";6,667;-0,472;-1,021;-0,72;0,055
"fatalmente";-0,504;-0,472;-1,021;12,508;-1,127
"doravante";-0,504;-0,472;-1,021;-0,72;7,988
"dezoito";0,876;-0,472;-1,021;4,306;-1,127
"detidamente";-0,504;-0,472;-1,021;0,376;2,342
"decimo";0,876;-0,472;-1,021;4,306;-1,127
"decerto";-0,504;-0,472;0,1;-0,72;2,342
"cristalinamente";-0,504;-0,472;-1,021;-0,72;7,988
"conjuntamente";0,876;-0,472;-1,021;0,376;0,055
"comparativamente";-0,504;-0,472;-1,021;12,508;-1,127
"coletivamente";-0,504;-0,472;8,823;-0,72;-1,127
"cedo";-0,504;-0,472;-1,021;12,508;-1,127
"antecipadamente";6,667;0,996;-1,021;-0,72;-1,127
"anonimamente";-0,504;0,996;-1,021;4,306;-1,127
"alguem";-0,504;0,996;-1,021;4,306;-1,127
"abstratamente";-0,504;-0,472;2,701;-0,72;0,055
"5";-0,504;0,996;0,1;-0,72;0,055
"17";0,876;-0,472;-1,021;-0,72;2,342
"13";-0,504;7,198;-1,021;-0,72;0,055
"*id_despacho1254493";59,478;-11,292;7,512;-33,624;-1,049
"*adpf_891";-8,763;-6,051;25,458;-12,523;5,917
"*id_despacho1502878";-0,997;-0,048;-5,789;-4,083;25,981
"*adpf_894";-5,891;-3,443;5,661;-8,418;12,866
"*adpf_895";59,478;-11,292;7,512;-33,624;-1,049
"*adpf_546";14,823;-3,5;7,346;-6,885;-3,662
"*adpf_545";-12,387;-5,057;32;-22,081;9,873
"*id_sjur429282";-8,763;-6,051;84,569;-12,523;-2,63
"*id_despacho1130828";0,13;-1,732;-3,744;8,74;0
"*uf_PI";-5,149;-15,289;42,727;-30,022;10,679
"*adpf_799";-0,356;20,474;-0,481;-2,881;-0,685
"*adpf_797";0,011;11,749;-0,686;-3,122;-0,117
"*uf_PE";0,037;-7,141;10,929;-14,216;4,069
"*uf_PB";-5,447;-7,197;-2,694;-23,531;96,146
"*adpf_790";3,124;-0,027;7,346;-11,314;-0,864
"*id_despacho937769";-2,346;0,071;-0,52;-6,249;15,377
"*id_sjur432807";-7,749;-5,123;30,7;-11,073;2,165
"*id_despacho1179049";-12,78;-9,817;20,248;-21,492;24,405
"*uf_PR";-13,456;-2,932;39,839;-22,465;5,031
"*adpf_906";0,003;0,477;-3,336;1,108;0,076
"*id_sjur414374";-0,997;-0,861;-3,416;-4,083;25,981
"*id_sjur359553";-0,997;-0,861;-1,666;-4,083;20,725
"*id_despacho1006127";-14,19;193,758;-9,598;-8,069;-4,821
"*id_sjur474291";-2,689;-2,52;1,243;-3,843;9,994
"*adpf_864";-3,338;-1,795;19,143;9,748;-20,909
"*id_despacho1613716";-5,581;-3,579;-1,864;-16,79;68,591
"*adpf_940";3,167;41,291;-8,402;-10,61;-0,39
"*adpf_869";32,568;-15,314;46,533;-29,704;-10,985
"*dt_2018";-3,695;18,757;8,179;-94,922;16,219
"*id_despacho1512930";-0,859;-2,52;-5,448;-3,843;35,625
"*id_sjur473090";-0,013;-2,362;0,502;-3,602;5,124
"*id_despacho1220799";165,923;-2,841;-5,287;-7,348;-17,617
"*id_despacho634130";-1,008;0,048;-2,042;-1,44;9,492
"*id_sjur463907";135,872;-2,424;14,884;-46,002;-32,9
"*dt_2020";-1,075;0,175;3,137;-12,393;3,559
"*id_despacho1280136";-2,503;-0,142;-2,908;5,425;1,29
"*dt_2025";-8,247;-5,853;1,168;-21,116;50,995
"*id_sjur446549";-5,891;-5,519;18,695;-6,116;2,848
"*id_despacho1182241";-1,008;1,992;-2,042;-0,028;1,557
"*id_despacho1274508";-3,338;-1,795;19,143;9,748;-20,909
"*id_despacho1494648";0,003;0,477;-3,336;1,108;0,076
"*id_despacho1287928";-1,787;-2,461;10,259;-14,458;6,26
"*id_despacho1183863";0,499;-2,992;0,128;-0,964;1,679
"*adpf_1112";-0,997;-0,048;-5,789;-4,083;25,981
"*id_despacho1595526";-11,568;0,029;0,843;28,143;-9,316
"*id_despacho1190953";-10,215;-0,806;-55,416;385,687;-48,079
"*id_sjur406918";-9,078;-3,33;-6,421;-16,153;96,325
"*id_sjur465971";-1,209;-7,26;0,623;-11,073;26,191
"*id_sjur427857";-16,39;44,659;-11,392;38,905;-17,52
"*id_despacho637794";-1,176;-1,102;-2,382;-1,68;18,643
"*uf_GO";-1,378;-8,889;-11,904;-53,884;171,499
"*adpf_999";-4,879;-4,571;2,418;-6,972;17,691
"*adpf_998";-6,6;19,973;0,385;-9,006;0,41
"*id_despacho1479496";20,834;-8,21;6,207;-8,039;-1,716
"*adpf_996";0,194;-2,546;-0,024;-6,972;11,368
"*id_despacho1533110";-6,735;12,214;-1,315;-9,624;10,407
"*id_despacho1412892";-4,036;-3,782;-0,002;-5,768;27,549
"*adpf_993";-5,895;-12,817;73,351;-19,549;0,049
"*id_despacho1065842";-4,007;-5,103;-17,21;-11,594;107,845
"*id_despacho1518986";-2,026;-10,143;104,44;-28,624;-2,782
"*id_sjur467839";-15,489;-14,393;7,733;-25,386;60,344
"*adpf_344";39,295;-0,006;-0,974;-9,142;-1,516
"*adpf_617";-5,582;-1,964;14,775;-11,073;4,555
"*id_despacho1092622";284,987;25,032;-31,51;-26,988;-49,736
"*id_despacho1200743";-14,7;-7,67;7,285;50,762;-14,471
"*id_despacho1060406";65,946;-3,897;-4,439;-9,142;-0,019
"*id_despacho1099260";0;0,003;-2,382;2,48;0,006
"*id_sjur443270";-17,424;24,079;-35,299;138,913;-26,36
"*id_despacho1261837";-9,44;0,023;-19,125;126,392;-11,519
"*adpf_350";-11,134;-6,299;-0,045;-15,911;68,926
"*id_despacho1340113";-6,6;19,973;0,385;-9,006;0,41
"*id_despacho1029435";0,367;-0,629;-1,361;-0,96;4,585
"*adpf_533";39,478;-9,507;-0,264;-21,006;3,959
"*id_despacho625899";-4,036;0,194;1,865;-3,551;2,497
"*adpf_908";0,016;0,069;-3,07;1,331;0,15
"*id_sjur461269";-14,494;71,999;-17,779;58,202;-38,123
"*id_sjur417525";-4,542;-4,255;20,179;-6,49;1,29
"*id_despacho1171296";-5,891;-1,854;26,027;-8,418;0,3
"*adpf_830";-14,7;-7,67;7,285;50,762;-14,471
"*adpf_831";0,073;6,514;-19,185;4,786;0,027
"*id_sjur531654";-2,353;-2,204;41,207;-3,362;-5,265
"*id_sjur453364";-41,979;14,701;-77,497;469,832;-71,689
"*id_despacho1090492";-1,73;-0,38;9,899;-0,019;-2,075
"*id_sjur453426";-4,542;-4,255;20,179;-6,49;1,29
"*id_despacho1298311";-0,189;-5,361;6,32;-8,177;4,852
"*id_despacho842180";28,933;-2,399;-7,046;-4,475;2,028
"*adpf_409";-0,234;-0,142;-9,201;-6,49;34,716
"*id_sjur522803";-0,504;-0,472;-1,021;-0,72;7,988
"*id_despacho929113";-1,579;41,805;-4,721;-5,046;0,017
"*id_despacho742807";-0,504;-0,472;-1,021;-0,72;7,988
"*id_despacho1006349";-1,192;1,468;-0,002;-6,731;5,168
"*id_despacho1090576";-7,749;14,215;-3,709;27,79;-12,257
"*adpf_1016";-21,809;-5,631;-7,084;-35,148;178,45
"*id_despacho1213620";163,139;-3,076;-10,117;-10,59;-7,38
"*id_despacho1173424";8,671;1,996;-0,073;-6,249;-0,856
"*uf_BA";-0,997;-0,048;-5,789;-4,083;25,981
"*id_sjur477666";-7,074;8,802;-4,667;-13,248;26,518
"*id_despacho1181613";-1,579;-3,308;1,796;-5,046;9,431
"*id_despacho1177000";-4,76;-0,068;20,492;-9,866;0,08
"*adpf_658";33,704;0,157;-10,412;0,071;-3,844
"*adpf_656";45,25;4,335;-37,819;44,247;-46,095
"*id_sjur371363";-3,362;-3,15;6,411;-4,805;5,196
"*id_despacho1165722";-3,868;-1,676;-7,836;76,445;-6,118
"*uf_CE";45,334;-43,966;14,38;-64,305;10,267
"*adpf_712";3,778;-1,962;-2,367;-0,18;2,033
"*adpf_711";-15,188;-15,291;33,863;-34,842;31,652
"*adpf_710";163,139;-3,076;-10,117;-10,59;-7,38
"*id_despacho1231815";-1,251;147,591;-17,648;-0,975;-12,144
"*id_despacho1180831";3,666;-5,519;0,678;-6,116;2,848
"*adpf_719";-10,287;-3,925;40,266;-12,315;0,927
"*id_despacho1383717";0,318;-4,202;18,587;-9,624;-0,108
"*id_despacho1082185";0,801;-2,047;-4,426;20,749;-2,522
"*id_despacho1134099";-0,026;-4,729;22,871;-7,213;-0,239
"*id_despacho1340868";13,241;-0,094;-6,13;-4,324;2,666
"*adpf_390";-3,362;-3,15;6,411;-4,805;5,196
"*adpf_397";-4,036;0,194;1,865;-3,551;2,497
"*id_despacho1151594";-7,72;-8,567;52,828;-9,981;0,02
"*id_despacho1502632";-6,735;-6,31;18,587;-7,298;4,665
"*adpf_579";-5,869;61,894;-0,07;-19,553;0,001
"*id_despacho1406952";-1,848;1,755;-1,542;4,808;-0,462
"*id_despacho1352597";0,194;-2,546;-0,024;-6,972;11,368
"*adpf_571";-4,858;-6,207;34,415;-12,765;1,187
"*adpf_570";-15,045;-4,347;-10,679;-27,825;156,918
"*adpf_576";-0,156;-2,835;8,667;-4,324;0,33
"*id_despacho1164672";-12,274;33,413;-29,436;93,768;-24,737
"*id_despacho1170203";-6,014;1,884;-28,863;169,764;-29,478
"*id_despacho1130830";39,295;-0,006;-0,974;-9,142;-1,516
"*adpf_375";597,235;-24,154;-44,367;-42,074;-10,28
"*adpf_780";-5,891;-1,854;26,027;-8,418;0,3
"*adpf_782";-1,616;13,434;24,063;-31,722;-2,611
"*adpf_784";0,051;-1,889;1,683;-2,881;1,248
"*id_despacho1539593";1,455;-5,586;0,265;-11,798;11,636
"*adpf_786";57,876;-0,186;-0,003;-8,248;-9,336
"*id_despacho1028776";39,715;-4,097;-2,635;-6,249;0,157
"*adpf_355";145,659;-3,587;-16,198;-10;-1,721
"*id_sjur361243";-7,411;-4,815;0,084;-10,59;41,399
"*id_despacho639937";-1,512;-1,417;-0,047;-2,161;11,557
"*id_despacho1403450";-0,595;-0,496;7,467;-3,362;0,011
"*adpf_407";-1,008;0,048;-2,042;-1,44;9,492
"*id_sjur447659";-1,616;13,434;24,063;-31,722;-2,611
"*adpf_874";-27,835;-2,797;-52,447;547,744;-67,836
"*adpf_978";-8,235;-4,245;3,74;-17,85;32,508
"*adpf_1124";-24,517;5,662;4,59;-8,092;6,241
"*id_despacho1217392";48,561;-3,113;0,892;-13,248;-3,332
"*id_despacho1217396";-7,909;-3,98;25,858;4,472;-9,566
"*id_despacho1299617";33,704;0,157;-10,412;0,071;-3,844
"*id_despacho1157391";-2,138;-6,362;44,523;-13,006;-0,052
"*id_despacho1299618";5,746;4,392;-9,399;3,282;-4,457
"*id_despacho1076683";4,576;-0,152;-4,065;-4,564;6,147
"*id_despacho703310";10,251;-6,362;26,07;-13,006;-5,62
"*id_sjur463520";9,83;-0,95;0,371;-8,901;0,11
"*adpf_458";-3,312;1,605;0,086;-15,184;13,154
"*adpf_752";-2,138;-6,362;44,523;-13,006;-0,052
"*adpf_757";0,499;-2,992;0,128;-0,964;1,679
"*adpf_756";-169,515;29,975;-332,4;2273,006;-339,371
"*adpf_755";76,314;0,466;-19,967;-21,006;1,049
"*adpf_754";-80,563;15,193;-147,593;1051,204;-164,11
"*adpf_450";-1,404;-1,057;17,172;-13,276;0,823
"*id_despacho1097227";-0,725;0,525;3,593;-3,602;-0,003
"*adpf_456";-6,06;-5,677;28,267;-8,659;1,409
"*id_despacho1238837";-8,966;-0,253;58,647;-3,636;-9,268
"*adpf_1129";-8,256;-7,735;41,398;-11,798;1,352
"*id_despacho874707";-2,66;70,357;-4,927;-6,731;-0,489
"*id_despacho1319790";6,554;-2,932;-31,848;116,67;-22,69
"*id_despacho940383";-10,456;-4,063;28,544;-14,942;5,315
"*id_despacho1339692";3,444;-0,296;-7,153;14,707;-3,351
"*id_despacho1339697";69,672;-6,344;3,534;-16,409;-8,295
"*adpf_1127";-11,568;0,029;0,843;28,143;-9,316
"*id_despacho1495721";-1,419;76,566;-13,302;-9,383;0,236
"*adpf_1041";-2,179;8,997;-1,377;-10,831;8,524
"*id_despacho1215714";-0,827;-1,962;15,852;-6,009;0,006
"*adpf_1045";-6,244;14,482;-1,443;-12,039;10,825
"*adpf_1048";0,318;-4,202;18,587;-9,624;-0,108
"*adpf_558";-2,346;0,071;-0,52;-6,249;15,377
"*id_despacho1440137";0,52;-0,761;26,492;-10,59;-4,156
"*adpf_986";0,858;-12,48;-46,052;105,561;-0,243
"*id_despacho1327929";46,379;-8,863;-5,826;-16,88;8,571
"*id_despacho1402127";-14,02;53,282;-1,642;-13,248;3,285
"*adpf_980";19,728;-0,612;-9,951;9,905;-6,786
"*id_sjur456002";11,422;-2,385;-13,302;-9,383;23,088
"*id_despacho920979";15,063;-0,008;-2,722;-1,92;-0,021
"*adpf_621";-15,549;-18,723;13,128;-28,557;58,251
"*id_despacho1144535";-5,869;61,894;-0,07;-19,553;0,001
"*id_despacho1604667";0,073;6,514;-19,185;4,786;0,027
"*id_despacho1415942";-6,397;56,349;-8,142;-3,203;0,35
"*id_despacho1450562";-0,356;13,557;-0,481;-2,881;-0,032
"*id_sjur471260";2,321;-3,292;0,875;-8,177;3,303
"*id_despacho1368487";6,614;4,286;-1,918;-8,403;0,093
"*id_despacho612084";21,017;-11,226;16,872;-20,52;-1,058
"*id_despacho612085";-0,504;-0,472;0,1;-0,72;2,342
"*id_despacho959595";-5,912;-1,134;-4,219;-11,556;60,124
"*id_sjur418117";-0,021;-9,063;93,652;-26,117;-6,21
"*adpf_939";135,872;-2,424;14,884;-46,002;-32,9
"*id_despacho1250265";-5,891;-3,443;5,661;-8,418;12,866
"*adpf_930";-8,763;7,901;-15,165;20,712;-0,004
"*id_despacho1043423";1,015;-0,47;8,735;-5,527;-1,141
"*id_sjur437521";-14,36;-9,199;34,313;-18,101;11,339
"*id_sjur455149";-16,027;7,716;8,138;-17,077;3,585
"*uf_RR";-0,156;-2,835;8,667;-4,324;0,33
"*uf_RS";-0,01;-12,391;8,413;-27,319;21,037
"*id_sjur485260";-5,417;-7,102;8,666;-10,831;15,406
"*id_despacho1378781";-4,879;-4,571;2,418;-6,972;17,691
"*adpf_1093";8,723;4,14;0,219;-13,732;-1,128
"*id_despacho1281871";1,985;0,35;-1,25;-2,401;0,812
"*id_despacho1472183";-0,156;2,294;-0,153;-2,401;0,812
"*id_sjur519331";-7,242;-6,785;44,881;-10,348;0,186
"*id_sjur465138";-3,699;-3,466;21,318;-5,286;0,226
"*adpf_807";-6,566;0,632;-1,14;14,729;-0,91
"*adpf_806";0,194;10,801;-2,06;-0,575;-0,641
"*adpf_805";-15,04;55,031;-2,591;-12,667;4,309
"*uf_MS";593,57;-28,145;-42,253;-51,446;-5,737
"*id_sjur425836";-15,549;-18,723;13,128;-28,557;58,251
"*uf_MG";-15,314;-16,347;55,054;-33,636;16,697
"*id_despacho1416021";3,778;-1,962;-2,367;-0,18;2,033
"*id_despacho1453942";3,167;41,291;-8,402;-10,61;-0,39
"*uf_MA";1,455;-5,586;0,265;-11,798;11,636
"*id_despacho1098945";3,778;-1,962;12,401;-6,009;-2,957
"*adpf_417";-2,978;-2,694;-1,205;-7,213;36,902
