"";"classe 1";"classe 2";"classe 3";"classe 4"
"osvaldo";-1,038;1,367;-0,295;0,009
"ossibilidade";0,091;-0,002;2,185;-1,333
"ortodoxo";0,091;-1,585;-0,295;1,816
"ortiz";-1,038;-1,585;-0,295;6,753
"oriental";-1,038;-1,585;-0,295;6,753
"orgulhoso";-1,038;-1,585;-0,295;6,753
"orcamentacao";-1,038;1,367;2,185;-1,333
"orador";2,635;-0,002;-0,295;-1,333
"oponibilidade";0,091;-0,002;-0,295;0,009
"opinion";-1,038;-1,585;-0,295;6,753
"onsiderando";-1,038;-1,585;30,489;-1,333
"onsideradas";-1,038;5,679;-0,295;-1,333
"ombrear";0,091;-0,002;-0,295;0,009
"oligopolio";-1,038;-1,585;-0,295;6,753
"odacir";0,091;1,367;-0,295;-1,333
"occupational";-1,038;-1,585;-0,295;6,753
"obstaculizacao";-1,038;-1,585;-0,295;6,753
"obsoleto";-1,038;-0,002;-0,295;1,816
"objurgada";-1,038;5,679;-0,295;-1,333
"objetar";-1,038;1,367;-0,295;0,009
"nulificar";-1,038;1,367;-0,295;0,009
"nulificacao";0,091;-0,002;-0,295;0,009
"nto";-1,038;5,679;-0,295;-1,333
"nta";-1,038;5,679;-0,295;-1,333
"notabilizar";0,091;-0,002;-0,295;0,009
"norteamericano";-1,038;5,679;-0,295;-1,333
"norteamericana";8,669;-1,585;-0,295;-1,333
"normalizar";-1,038;-0,002;-0,295;1,816
"nominados";-1,038;1,367;2,185;-1,333
"nogueira";0,091;-1,585;-0,295;1,816
"nobel";-1,038;-1,585;-0,295;6,753
"noah";-1,038;-1,585;-0,295;6,753
"neutralizacao";-1,038;-1,585;-0,295;6,753
"netflix";-1,038;-1,585;-0,295;6,753
"neolitico";-1,038;-1,585;-0,295;6,753
"nelsinho";0,091;1,367;-0,295;-1,333
"negritude";-1,038;-1,585;-0,295;6,753
"naturalidade";-1,038;-1,585;-0,295;6,753
"napoleao";0,091;-0,002;-0,295;0,009
"nafta";0,091;-1,585;-0,295;1,816
"myers";0,091;-0,002;-0,295;0,009
"mutirao";-1,038;5,679;-0,295;-1,333
"mutilar";-1,038;-1,585;-0,295;6,753
"musicar";-1,038;-1,585;-0,295;6,753
"musical";-1,038;-1,585;-0,295;6,753
"muro";0,091;-1,585;-0,295;1,816
"moutinho";0,091;-1,585;-0,295;1,816
"morbimortalidade";-1,038;-1,585;-0,295;6,753
"morador";-1,038;-1,585;-0,295;6,753
"mor";2,635;-0,002;-0,295;-1,333
"monolitico";-1,038;5,679;-0,295;-1,333
"monitoradas";-1,038;-1,585;-0,295;6,753
"monitoracao";0,091;-1,585;-0,295;1,816
"monarca";-1,038;-0,002;-0,295;1,816
"molestar";-1,038;-1,585;-0,295;6,753
"modernizar";-1,038;-1,585;-0,295;6,753
"mitidiero";-1,038;-1,585;-0,295;6,753
"misoginia";-1,038;-1,585;-0,295;6,753
"miscigenacao";-1,038;-0,002;-0,295;1,816
"miriade";-1,038;-1,585;-0,295;6,753
"miope";-1,038;5,679;-0,295;-1,333
"miller";-1,038;-0,002;-0,295;1,816
"milenio";-1,038;-1,585;-0,295;6,753
"milenar";-1,038;-1,585;-0,295;6,753
"metodico";-1,038;-1,585;2,185;1,816
"metafora";-1,038;-0,002;-0,295;1,816
"metabolico";-1,038;-1,585;-0,295;6,753
"mesquita";-1,038;-1,585;-0,295;6,753
"merkel";-1,038;-1,585;-0,295;6,753
"mercadante";8,669;-1,585;-0,295;-1,333
"menosprezar";-1,038;-1,585;-0,295;6,753
"menelick";-1,038;-1,585;-0,295;6,753
"meditacao";0,091;-0,002;-0,295;0,009
"medieval";-1,038;-1,585;-0,295;6,753
"mcculloch";-1,038;1,367;-0,295;0,009
"mazurkiewicz";-1,038;-1,585;-0,295;6,753
"maurice";-1,038;-0,002;-0,295;1,816
"maturidade";0,091;-1,585;2,185;0,009
"mater";-1,038;-1,585;-0,295;6,753
"matematico";-1,038;1,367;-0,295;0,009
"mary";-1,038;-1,585;-0,295;6,753
"marx";-1,038;-0,002;-0,295;1,816
"marta";-1,038;-0,002;-0,295;1,816
"marketplace";-1,038;-1,585;-0,295;6,753
"marchionatti";-1,038;5,679;-0,295;-1,333
"march";-1,038;-1,585;-0,295;6,753
"manu";-1,038;-1,585;-0,295;6,753
"mandatar";2,635;-1,585;2,185;-1,333
"man";-1,038;-1,585;-0,295;6,753
"malversacao";-1,038;-1,585;2,185;1,816
"maliciar";-1,038;-1,585;-0,295;6,753
"magnifico";2,635;-1,585;-0,295;0,009
"magnanimo";2,635;-1,585;-0,295;0,009
"machtstaat";-1,038;-1,585;-0,295;6,753
"macerata";-1,038;-1,585;-0,295;6,753
"lxxiv";-1,038;5,679;-0,295;-1,333
"lxxiii";0,091;1,367;-0,295;-1,333
"luxemburgo";-1,038;-1,585;-0,295;6,753
"lutero";-1,038;-1,585;-0,295;6,753
"lucido";2,635;-1,585;-0,295;0,009
"loveland";-1,038;-1,585;-0,295;6,753
"louco";-1,038;-1,585;-0,295;6,753
"loguercio";2,635;-1,585;-0,295;0,009
"logico";0,091;-0,002;-0,295;0,009
"lobbies";0,091;-1,585;2,185;0,009
"livrar";0,091;1,367;-0,295;-1,333
"litisconsorcio";8,669;-1,585;-0,295;-1,333
"litigio";-1,038;1,367;-0,295;0,009
"litigancia";0,091;-1,585;-0,295;1,816
"litho";-1,038;-1,585;-0,295;6,753
"lins";0,091;1,367;-0,295;-1,333
"link";-1,038;-1,585;30,489;-1,333
"linhares";0,091;1,367;-0,295;-1,333
"lincoln";-1,038;-0,002;-0,295;1,816
"limonad";-1,038;5,679;-0,295;-1,333
"limiar";-1,038;-0,002;-0,295;1,816
"licitante";-1,038;5,679;-0,295;-1,333
"liberty";-1,038;-1,585;-0,295;6,753
"lgpd";-1,038;5,679;-0,295;-1,333
"lexstf";8,669;-1,585;-0,295;-1,333
"lewandoski";2,635;-1,585;-0,295;0,009
"lesavam";-1,038;-1,585;30,489;-1,333
"lembo";8,669;-1,585;-0,295;-1,333
"leibholz";-1,038;-0,002;-0,295;1,816
"legislatoris";-1,038;5,679;-0,295;-1,333
"legislador48";-1,038;-1,585;-0,295;6,753
"legem";0,091;1,367;-0,295;-1,333
"legalista";2,635;-0,002;-0,295;-1,333
"least";-1,038;-1,585;-0,295;6,753
"leany";-1,038;-0,002;-0,295;1,816
"lavenere";-1,038;5,679;-0,295;-1,333
"latitude";0,091;-0,002;-0,295;0,009
"larar";8,669;-1,585;-0,295;-1,333
"landau";-1,038;-0,002;-0,295;1,816
"lamego";-1,038;-1,585;-0,295;6,753
"lafer";-1,038;-1,585;-0,295;6,753
"laccademia";-1,038;-1,585;-0,295;6,753
"kulturstaat";-1,038;-1,585;-0,295;6,753
"krotoszynski";-1,038;-1,585;-0,295;6,753
"km2";-1,038;-1,585;-0,295;6,753
"klomfahs";8,669;-1,585;-0,295;-1,333
"kiyoshi";-1,038;-1,585;30,489;-1,333
"kelly";-1,038;-1,585;-0,295;6,753
"justaposicao";-1,038;-1,585;-0,295;6,753
"juspodivm";-1,038;-0,002;-0,295;1,816
"juspodium";-1,038;5,679;-0,295;-1,333
"jusfundamental";-1,038;-0,002;-0,295;1,816
"judicializada";0,091;-0,002;2,185;-1,333
"judicialiforme";-1,038;5,679;-0,295;-1,333
"josaphat";-1,038;-0,002;-0,295;1,816
"jornalismo";-1,038;-1,585;-0,295;6,753
"jony";2,635;-0,002;-0,295;-1,333
"jhu";-1,038;-1,585;-0,295;6,753
"jeito";-1,038;-0,002;-0,295;1,816
"jamil";-1,038;5,679;-0,295;-1,333
"izacao";-1,038;-1,585;30,489;-1,333
"iup";-1,038;-1,585;-0,295;6,753
"iterativo";2,635;-0,002;-0,295;-1,333
"itanhanga";2,635;-0,002;-0,295;-1,333
"itamar";-1,038;5,679;-0,295;-1,333
"isolar";-1,038;-1,585;-0,295;6,753
"irromper";0,091;-1,585;-0,295;1,816
"irremediavel";2,635;-1,585;-0,295;0,009
"irredutivel";0,091;1,367;-0,295;-1,333
"irreal";-1,038;-1,585;2,185;1,816
"irrazoaveis";-1,038;-0,002;-0,295;1,816
"irradiar";0,091;-0,002;-0,295;0,009
"ipso";2,635;-0,002;-0,295;-1,333
"ipi";2,635;-1,585;-0,295;0,009
"ipatinga";2,635;-1,585;-0,295;0,009
"ip";-1,038;-0,002;-0,295;1,816
"iob";8,669;-1,585;-0,295;-1,333
"investidor";-1,038;-1,585;-0,295;6,753
"inverossimil";-1,038;1,367;2,185;-1,333
"inventario";-1,038;-0,002;2,185;0,009
"intuir";0,091;-1,585;-0,295;1,816
"intraquilidade";-1,038;5,679;-0,295;-1,333
"intransferivel";-1,038;-0,002;-0,295;1,816
"intimidatoria";-1,038;-0,002;-0,295;1,816
"intimei";8,669;-1,585;-0,295;-1,333
"interventivo";0,091;1,367;-0,295;-1,333
"interveniente";-1,038;1,367;2,185;-1,333
"intertemporal";0,091;1,367;-0,295;-1,333
"internalizada";-1,038;-1,585;-0,295;6,753
"intermediario";0,091;1,367;-0,295;-1,333
"interlocucao";-1,038;-1,585;2,185;1,816
"interim";0,091;-0,002;-0,295;0,009
"interdisciplinar";-1,038;1,367;-0,295;0,009
"interconexao";-1,038;1,367;-0,295;0,009
"int";0,091;-1,585;-0,295;1,816
"insurreicao";-1,038;-0,002;-0,295;1,816
"insucesso";-1,038;1,367;-0,295;0,009
"insubstituivel";-1,038;-1,585;-0,295;6,753
"insubsistentes";0,091;1,367;-0,295;-1,333
"instrutorias";-1,038;5,679;-0,295;-1,333
"instrumentalizar";-1,038;1,367;2,185;-1,333
"instrumentalizada";0,091;-1,585;2,185;0,009
"institute";-1,038;-1,585;-0,295;6,753
"insper";-1,038;-1,585;-0,295;6,753
"insitos";-1,038;-0,002;-0,295;1,816
"inseguro";0,091;-1,585;-0,295;1,816
"insanavel";-1,038;1,367;-0,295;0,009
"inopinado";-1,038;5,679;-0,295;-1,333
"inominado";0,091;-1,585;2,185;0,009
"inimaginavel";-1,038;-0,002;-0,295;1,816
"infrutifero";-1,038;-1,585;-0,295;6,753
"infracional";0,091;1,367;-0,295;-1,333
"informatio";-1,038;5,679;-0,295;-1,333
"informatica";0,091;-1,585;-0,295;1,816
"inflexao";0,091;-0,002;-0,295;0,009
"infenso";0,091;1,367;-0,295;-1,333
"infeliz";0,091;-0,002;-0,295;0,009
"inexigencia";2,635;-1,585;-0,295;0,009
"inefetiva";-1,038;-1,585;2,185;1,816
"ineditismo";0,091;1,367;-0,295;-1,333
"indivisivel";-1,038;5,679;-0,295;-1,333
"individualizaveis";8,669;-1,585;-0,295;-1,333
"indigno";-1,038;1,367;-0,295;0,009
"indignar";-1,038;1,367;-0,295;0,009
"indeferia";2,635;-0,002;-0,295;-1,333
"inconformidade";2,635;-1,585;-0,295;0,009
"incomodar";-1,038;-0,002;-0,295;1,816
"incidiriam";-1,038;5,679;-0,295;-1,333
"incidenter";0,091;1,367;-0,295;-1,333
"inarredaveis";-1,038;-0,002;-0,295;1,816
"inafiancabilidade";-1,038;1,367;-0,295;0,009
"inadmitida";8,669;-1,585;-0,295;-1,333
"inadimplemento";0,091;-0,002;-0,295;0,009
"inad";8,669;-1,585;-0,295;-1,333
"inacio";8,669;-1,585;-0,295;-1,333
"inabilita";0,091;1,367;-0,295;-1,333
"imunologico";-1,038;-1,585;-0,295;6,753
"impugnabilidade";-1,038;5,679;-0,295;-1,333
"imprevisibilidade";-1,038;5,679;-0,295;-1,333
"impraticavel";0,091;-1,585;-0,295;1,816
"impossibilia";2,635;-0,002;-0,295;-1,333
"impoliticos";-1,038;-1,585;-0,295;6,753
"implied";-1,038;5,679;-0,295;-1,333
"impelir";0,091;-1,585;-0,295;1,816
"impactante";-1,038;1,367;2,185;-1,333
"imoralidade";-1,038;-0,002;-0,295;1,816
"imoral";-1,038;-0,002;-0,295;1,816
"imoderado";-1,038;5,679;-0,295;-1,333
"imiscuir";-1,038;1,367;-0,295;0,009
"imigrante";-1,038;-0,002;-0,295;1,816
"imensuravel";0,091;-1,585;-0,295;1,816
"ilustrado";2,635;-0,002;-0,295;-1,333
"iluminista";-1,038;-1,585;-0,295;6,753
"ilidade";-1,038;-0,002;12,25;-1,333
"iguatu";0,091;1,367;-0,295;-1,333
"iente";8,669;-1,585;-0,295;-1,333
"idioma";-1,038;-1,585;-0,295;6,753
"iberacao";-1,038;5,679;-0,295;-1,333
"iacao";-1,038;-1,585;30,489;-1,333
"hungaro";0,091;-0,002;-0,295;0,009
"humilde";-1,038;-1,585;-0,295;6,753
"hostilizacao";2,635;-0,002;-0,295;-1,333
"hossein";-1,038;-1,585;-0,295;6,753
"honorum";2,635;-0,002;-0,295;-1,333
"hong";-1,038;-1,585;-0,295;6,753
"honduras";-1,038;-0,002;-0,295;1,816
"hipossuficiente";2,635;-1,585;-0,295;0,009
"hiper";8,669;-1,585;-0,295;-1,333
"hill";-1,038;-1,585;-0,295;6,753
"higienizacao";-1,038;-1,585;-0,295;6,753
"heteronomamente";-1,038;5,679;-0,295;-1,333
"heterologa";-1,038;-1,585;-0,295;6,753
"heterodoxo";2,635;-0,002;-0,295;-1,333
"heroi";-1,038;-1,585;-0,295;6,753
"he";-1,038;-1,585;-0,295;6,753
"hate";-1,038;-1,585;-0,295;6,753
"harari";-1,038;-1,585;-0,295;6,753
"gustav";-1,038;-1,585;-0,295;6,753
"guillaume";-1,038;-1,585;-0,295;6,753
"guidon";-1,038;-0,002;-0,295;1,816
"guicao";8,669;-1,585;-0,295;-1,333
"guerrilheiro";-1,038;-1,585;-0,295;6,753
"guatemala";-1,038;-1,585;-0,295;6,753
"grundrechte";-1,038;-1,585;-0,295;6,753
"grimes";-1,038;-1,585;-0,295;6,753
"grilhao";-1,038;5,679;-0,295;-1,333
"gorar";-1,038;-0,002;-0,295;1,816
"gnam";8,669;-1,585;-0,295;-1,333
"glorioso";-1,038;-0,002;-0,295;1,816
"giudiziario";-1,038;-0,002;-0,295;1,816
"giornale";-1,038;-1,585;-0,295;6,753
"gilberto";0,091;-1,585;-0,295;1,816
"gestado";0,091;-1,585;-0,295;1,816
"germany";-1,038;-1,585;-0,295;6,753
"germanico";-1,038;-1,585;-0,295;6,753
"gerhard";-1,038;-0,002;-0,295;1,816
"genetica";-1,038;-0,002;-0,295;1,816
"generalista";2,635;-0,002;-0,295;-1,333
"gedisa";-1,038;-1,585;-0,295;6,753
"gavar";8,669;-1,585;-0,295;-1,333
"gaspar";-1,038;-1,585;-0,295;6,753
"gascon";-1,038;-1,585;-0,295;6,753
"gaiola";0,091;-1,585;-0,295;1,816
"gab";2,635;-0,002;-0,295;-1,333
"fuerza";-1,038;-1,585;-0,295;6,753
"frutifero";0,091;-0,002;-0,295;0,009
"frustrem";-1,038;-1,585;-0,295;6,753
"fronteirico";2,635;-1,585;-0,295;0,009
"friso";-1,038;-0,002;2,185;0,009
"frederick";0,091;-1,585;-0,295;1,816
"franqueamento";0,091;-0,002;-0,295;0,009
"frankfurt";-1,038;-1,585;-0,295;6,753
"fracionamento";-1,038;-1,585;2,185;1,816
"fpe";-1,038;-1,585;30,489;-1,333
"formulador";0,091;-0,002;-0,295;0,009
"foli";8,669;-1,585;-0,295;-1,333
"focinho";-1,038;-0,002;-0,295;1,816
"fmna";0,091;-1,585;2,185;0,009
"florido";-1,038;-0,002;-0,295;1,816
"flertar";0,091;-0,002;2,185;-1,333
"fiss";-1,038;-1,585;-0,295;6,753
"finsocial";8,669;-1,585;-0,295;-1,333
"fino";-1,038;1,367;-0,295;0,009
"filiei";2,635;-0,002;-0,295;-1,333
"fidedignidade";2,635;-0,002;-0,295;-1,333
"feudal";-1,038;-0,002;-0,295;1,816
"fernandez";-1,038;1,367;-0,295;0,009
"feminicidas";0,091;1,367;-0,295;-1,333
"feldens";-1,038;1,367;-0,295;0,009
"fecho";0,091;-0,002;-0,295;0,009
"fcc";0,091;1,367;-0,295;-1,333
"fbclid";-1,038;-1,585;-0,295;6,753
"fazendario";-1,038;5,679;-0,295;-1,333
"favoritismo";-1,038;-1,585;12,25;0,009
"fauzi";-1,038;1,367;-0,295;0,009
"falado";0,091;1,367;-0,295;-1,333
"factura";-1,038;5,679;-0,295;-1,333
"faber";2,635;-1,585;-0,295;0,009
"eymard";2,635;-1,585;-0,295;0,009
"extrinseco";-1,038;1,367;-0,295;0,009
"extrapolicial";0,091;1,367;-0,295;-1,333
"extraivel";0,091;-0,002;2,185;-1,333
"extorsao";-1,038;1,367;-0,295;0,009
"exsurgindo";-1,038;-1,585;-0,295;6,753
"expungir";0,091;-0,002;-0,295;0,009
"explodir";-1,038;-1,585;-0,295;6,753
"expandir";-1,038;1,367;-0,295;0,009
"exorbitam";0,091;-1,585;-0,295;1,816
"exitoso";2,635;-1,585;2,185;-1,333
"exercentes";-1,038;1,367;2,185;-1,333
"exemplar";0,091;-0,002;-0,295;0,009
"exegetico";-1,038;1,367;-0,295;0,009
"excepcionalissimo";-1,038;1,367;-0,295;0,009
"excepcionalissimas";-1,038;-0,002;-0,295;1,816
"excepcionada";-1,038;-0,002;2,185;0,009
"excepciona";-1,038;5,679;-0,295;-1,333
"examinarao";0,091;-1,585;12,25;-1,333
"exacerbacao";-1,038;1,367;-0,295;0,009
"evasivo";0,091;-0,002;-0,295;0,009
"eum";-1,038;-1,585;-0,295;6,753
"eterno";0,091;-0,002;-0,295;0,009
"estuprem";-1,038;-1,585;-0,295;6,753
"estribar";-1,038;5,679;-0,295;-1,333
"estreme";0,091;1,367;-0,295;-1,333
"estreitado";-1,038;5,679;-0,295;-1,333
"estrangulamento";-1,038;1,367;-0,295;0,009
"estipuladoras";8,669;-1,585;-0,295;-1,333
"estigmatizar";0,091;-0,002;-0,295;0,009
"esteril";0,091;-0,002;-0,295;0,009
"esteirado";8,669;-1,585;-0,295;-1,333
"estapafurdio";-1,038;1,367;-0,295;0,009
"est";-1,038;1,367;-0,295;0,009
"esquivar";-1,038;-1,585;-0,295;6,753
"espraiar";-1,038;-0,002;2,185;0,009
"espontaneidade";-1,038;1,367;-0,295;0,009
"esplanada";0,091;1,367;-0,295;-1,333
"espin";-1,038;-1,585;-0,295;6,753
"esperteza";2,635;-1,585;-0,295;0,009
"especular";0,091;1,367;-0,295;-1,333
"espectador";-1,038;-0,002;-0,295;1,816
"espantoso";-1,038;-1,585;-0,295;6,753
"esgoto";-1,038;-1,585;-0,295;6,753
"escrutinador";-1,038;-0,002;12,25;-1,333
"escritura";-1,038;-0,002;-0,295;1,816
"escritor";-1,038;-1,585;-0,295;6,753
"escocia";-1,038;-1,585;-0,295;6,753
"escandaloso";-1,038;-0,002;-0,295;1,816
"escamotear";-1,038;-0,002;12,25;-1,333
"escalao";2,635;-0,002;-0,295;-1,333
"ernesto";0,091;-1,585;-0,295;1,816
"erir";8,669;-1,585;-0,295;-1,333
"equivoco";-1,038;5,679;-0,295;-1,333
"equalizar";-1,038;-1,585;12,25;0,009
"epitacio";-1,038;5,679;-0,295;-1,333
"ep";0,091;1,367;-0,295;-1,333
"enraizado";-1,038;-1,585;-0,295;6,753
"enquadrei";-1,038;5,679;-0,295;-1,333
"enlace";-1,038;-1,585;-0,295;6,753
"engravidar";-1,038;-1,585;-0,295;6,753
"engessamento";-1,038;5,679;-0,295;-1,333
"engenheiro";-1,038;-1,585;-0,295;6,753
"enganado";-1,038;-0,002;-0,295;1,816
"enderecamento";-1,038;-1,585;2,185;1,816
"encobertar";-1,038;1,367;2,185;-1,333
"encarar";-1,038;-1,585;-0,295;6,753
"empenhada";-1,038;-1,585;30,489;-1,333
"empecilho";0,091;1,367;-0,295;-1,333
"emolumento";2,635;-0,002;-0,295;-1,333
"eminenciar";-1,038;5,679;-0,295;-1,333
"embutir";-1,038;-1,585;-0,295;6,753
"embriaguez";-1,038;-0,002;-0,295;1,816
"embargar";-1,038;-1,585;-0,295;6,753
"embarace";-1,038;-0,002;-0,295;1,816
"elencar";-1,038;5,679;-0,295;-1,333
"elencada";-1,038;1,367;-0,295;0,009
"eivar";-1,038;5,679;-0,295;-1,333
"eiva";-1,038;1,367;-0,295;0,009
"ego";-1,038;-0,002;-0,295;1,816
"egislatura";-1,038;5,679;-0,295;-1,333
"eficacial";0,091;1,367;-0,295;-1,333
"edificacao";-1,038;5,679;-0,295;-1,333
"ederal";-1,038;5,679;-0,295;-1,333
"ecs";-1,038;-0,002;12,25;-1,333
"dynamik";-1,038;5,679;-0,295;-1,333
"durch";-1,038;-1,585;-0,295;6,753
"dunn";0,091;1,367;-0,295;-1,333
"dualisme";-1,038;-1,585;-0,295;6,753
"drogaria";8,669;-1,585;-0,295;-1,333
"drive";-1,038;-1,585;-0,295;6,753
"drap";8,669;-1,585;-0,295;-1,333
"dragar";-1,038;-1,585;-0,295;6,753
"dpem";-1,038;-1,585;-0,295;6,753
"download";-1,038;-1,585;-0,295;6,753
"domicilio";-1,038;-0,002;-0,295;1,816
"dogolachan";-1,038;-1,585;-0,295;6,753
"doentio";-1,038;-1,585;-0,295;6,753
"diuturno";-1,038;-1,585;-0,295;6,753
"dissuasorio";-1,038;-1,585;-0,295;6,753
"dissipacao";-1,038;-0,002;12,25;-1,333
"dissidente";-1,038;-1,585;-0,295;6,753
"dissertar";-1,038;5,679;-0,295;-1,333
"dissentir";2,635;-1,585;-0,295;0,009
"disparar";-1,038;-1,585;-0,295;6,753
"discriminarao";-1,038;-1,585;30,489;-1,333
"discrepassem";2,635;-0,002;-0,295;-1,333
"disciplinador";-1,038;1,367;2,185;-1,333
"diplomacao";-1,038;5,679;-0,295;-1,333
"diminutio";-1,038;5,679;-0,295;-1,333
"diligente";-1,038;1,367;-0,295;0,009
"diligence";-1,038;-1,585;-0,295;6,753
"dialogal";8,669;-1,585;-0,295;-1,333
"diagnostico";-1,038;-0,002;-0,295;1,816
"dgs";-1,038;-1,585;-0,295;6,753
"dfpc";2,635;-1,585;-0,295;0,009
"devolutivo";-1,038;5,679;-0,295;-1,333
"detegere";-1,038;5,679;-0,295;-1,333
"destinarao";-1,038;1,367;2,185;-1,333
"dessarte";-1,038;-1,585;-0,295;6,753
"desrespeitoso";-1,038;1,367;-0,295;0,009
"despotico";-1,038;-1,585;-0,295;6,753
"despojado";-1,038;1,367;-0,295;0,009
"despir";0,091;1,367;-0,295;-1,333
"despersonalizar";-1,038;5,679;-0,295;-1,333
"desoneracao";-1,038;-1,585;-0,295;6,753
"desmontar";-1,038;5,679;-0,295;-1,333
"desmerecer";-1,038;-1,585;-0,295;6,753
"desmando";-1,038;-1,585;-0,295;6,753
"deslegitimar";-1,038;1,367;-0,295;0,009
"desinteligencia";0,091;-0,002;-0,295;0,009
"desinfetante";-1,038;1,367;-0,295;0,009
"desinfeccao";-1,038;-1,585;-0,295;6,753
"desimpedir";-1,038;5,679;-0,295;-1,333
"desigualitario";-1,038;-1,585;-0,295;6,753
"desgaste";0,091;-0,002;-0,295;0,009
"desfavorecer";-1,038;-1,585;-0,295;6,753
"desestruturacao";0,091;-0,002;2,185;-1,333
"desercao";0,091;1,367;-0,295;-1,333
"desenganadamente";0,091;-1,585;2,185;0,009
"desempregado";-1,038;-1,585;-0,295;6,753
"desembocar";-1,038;5,679;-0,295;-1,333
"descuidar";0,091;-0,002;-0,295;0,009
"descontextualizada";-1,038;-0,002;12,25;-1,333
"desconstituindo";-1,038;5,679;-0,295;-1,333
"desconforme";-1,038;5,679;-0,295;-1,333
"desconfiar";0,091;-1,585;-0,295;1,816
"desconfiado";-1,038;1,367;-0,295;0,009
"desconexo";-1,038;-0,002;-0,295;1,816
"descendencia";-1,038;-1,585;-0,295;6,753
"descartavel";-1,038;-1,585;-0,295;6,753
"descarga";-1,038;-1,585;-0,295;6,753
"descabendo";-1,038;-1,585;30,489;-1,333
"desbordam";-1,038;5,679;-0,295;-1,333
"desapercebido";8,669;-1,585;-0,295;-1,333
"desapartado";-1,038;-1,585;-0,295;6,753
"desaguar";-1,038;1,367;-0,295;0,009
"desafogar";-1,038;1,367;-0,295;0,009
"desafiador";0,091;-0,002;2,185;-1,333
"derrogatorio";-1,038;1,367;-0,295;0,009
"dentar";-1,038;-1,585;-0,295;6,753
"densificar";-1,038;5,679;-0,295;-1,333
"denodo";8,669;-1,585;-0,295;-1,333
"denatran";-1,038;-1,585;-0,295;6,753
"democratique";-1,038;-1,585;-0,295;6,753
"democracies";-1,038;-1,585;-0,295;6,753
"demarcacao";-1,038;5,679;-0,295;-1,333
"delimitei";2,635;-1,585;-0,295;0,009
"deformar";-1,038;-0,002;2,185;0,009
"deflorada";-1,038;-1,585;-0,295;6,753
"deferimentos";0,091;-1,585;-0,295;1,816
"defensavel";-1,038;5,679;-0,295;-1,333
"defensar";-1,038;-1,585;-0,295;6,753
"defasar";0,091;-1,585;-0,295;1,816
"deepweb";-1,038;-1,585;-0,295;6,753
"dedicacao";2,635;-1,585;-0,295;0,009
"decreti";-1,038;5,679;-0,295;-1,333
"decimar";0,091;-1,585;2,185;0,009
"decex";2,635;-0,002;-0,295;-1,333
"decenal";-1,038;-1,585;2,185;1,816
"debilitar";-1,038;1,367;-0,295;0,009
"dallagnol";0,091;-0,002;-0,295;0,009
"daegu";-1,038;-1,585;-0,295;6,753
"cutaneo";-1,038;-1,585;-0,295;6,753
"custoso";-1,038;-1,585;2,185;1,816
"custodiarem";-1,038;5,679;-0,295;-1,333
"curvar";-1,038;-1,585;-0,295;6,753
"curitibano";-1,038;1,367;-0,295;0,009
"culpabilizar";-1,038;-1,585;-0,295;6,753
"crv";-1,038;-0,002;-0,295;1,816
"cristovao";2,635;-1,585;-0,295;0,009
"crente";-1,038;-1,585;-0,295;6,753
"cpmis";-1,038;-1,585;30,489;-1,333
"corrupto";-1,038;-1,585;-0,295;6,753
"corrosivo";-1,038;-0,002;-0,295;1,816
"corrosao";-1,038;-0,002;-0,295;1,816
"corroeriam";-1,038;5,679;-0,295;-1,333
"corresponsavel";-1,038;-1,585;-0,295;6,753
"correligionario";-1,038;1,367;-0,295;0,009
"copom";0,091;-0,002;-0,295;0,009
"coonestacao";-1,038;5,679;-0,295;-1,333
"convolacao";8,669;-1,585;-0,295;-1,333
"conturbado";-1,038;-0,002;-0,295;1,816
"contratante";-1,038;-1,585;2,185;1,816
"contingenciando";-1,038;-1,585;30,489;-1,333
"contentieux";-1,038;-1,585;-0,295;6,753
"contencioso";0,091;-1,585;-0,295;1,816
"contemporaneidade";0,091;-0,002;-0,295;0,009
"contaminantes";-1,038;-1,585;-0,295;6,753
"constituzionale";-1,038;-1,585;-0,295;6,753
"consentir";-1,038;1,367;-0,295;0,009
"conselho_nacional_de_direitos_humanos";0,091;1,367;-0,295;-1,333
"consagradores";-1,038;-0,002;-0,295;1,816
"congruencia";2,635;-0,002;-0,295;-1,333
"conglobada";-1,038;-1,585;30,489;-1,333
"confundido";-1,038;1,367;-0,295;0,009
"conformativo";-1,038;-1,585;-0,295;6,753
"conformadora";-1,038;5,679;-0,295;-1,333
"conformador";-1,038;-0,002;-0,295;1,816
"confluir";-1,038;-0,002;-0,295;1,816
"confisco";-1,038;5,679;-0,295;-1,333
"confiscar";-1,038;5,679;-0,295;-1,333
"confinar";0,091;-1,585;-0,295;1,816
"configuradoras";2,635;-0,002;-0,295;-1,333
"condizer";-1,038;5,679;-0,295;-1,333
"conditio";-1,038;5,679;-0,295;-1,333
"condescender";-1,038;-0,002;-0,295;1,816
"concluso";2,635;-0,002;-0,295;-1,333
"concidadao";-1,038;-0,002;-0,295;1,816
"concatenacao";-1,038;-1,585;-0,295;6,753
"complessiva";-1,038;-1,585;30,489;-1,333
"complementaridade";-1,038;-1,585;-0,295;6,753
"competidor";-1,038;-1,585;-0,295;6,753
"comparemo";-1,038;-1,585;-0,295;6,753
"communications";0,091;1,367;-0,295;-1,333
"comedido";-1,038;-1,585;-0,295;6,753
