"";"classe 1";"classe 2"
"612";30,531;-30,531
"591";8,853;-8,853
"526";58,786;-58,786
"433";21,551;-21,551
"425";40,821;-40,821
"370";34,437;-34,437
"340";0,028;-0,028
"263";-3,308;3,308
"254";9,545;-9,545
"252";36,943;-36,943
"182";-0,785;0,785
"060";8,853;-8,853
"013";49,687;-49,687
"outrem";-13,354;13,354
"983";13,614;-13,614
"625";3,135;-3,135
"573";21,755;-21,755
"571";-0,35;0,35
"528";29,552;-29,552
"310";-0,538;0,538
"905";0,481;-0,481
"689";-2,653;2,653
"consigo";-5,629;5,629
"688";4,847;-4,847
"683";43,487;-43,487
"581";16,679;-16,679
"557";0,949;-0,949
"448";11,066;-11,066
"445";5,006;-5,006
"316";25,647;-25,647
"295";-0,538;0,538
"240";5,512;-5,512
"1940";-12,167;12,167
"174";0,771;-0,771
"038";-4,494;4,494
"001";-0,02;0,02
"seiscentos";-11,87;11,87
"871";52,9;-52,9
"641";17,513;-17,513
"588";13,745;-13,745
"583";-1,408;1,408
"544";64,573;-64,573
"385";8,027;-8,027
"373";8,698;-8,698
"349";0,254;-0,254
"326";-1,58;1,58
"273";1,811;-1,811
"242";9,503;-9,503
"176";2,416;-2,416
"966";10,273;-10,273
"946";58,421;-58,421
"869";6,647;-6,647
"815";10,273;-10,273
"766";6,058;-6,058
"720";35,596;-35,596
"666";-2,602;2,602
"6524";-0,02;0,02
"362";25,652;-25,652
"328";52,633;-52,633
"320";-0,02;0,02
"939";30,531;-30,531
"923";11,268;-11,268
"846";-5,363;5,363
"613";-0,033;0,033
"488";5,816;-5,816
"480";2,416;-2,416
"251";1,63;-1,63
"1960";-9,792;9,792
"1948";-9,418;9,418
"026";11,096;-11,096
"009";0,254;-0,254
"w";-4,154;4,154
"tu";17,949;-17,949
"615";2,23;-2,23
"516";2,766;-2,766
"309";-0,653;0,653
"291";61,511;-61,511
"287";4,693;-4,693
"271";20,384;-20,384
"219";0,008;-0,008
"078";-4,318;4,318
"070";21,79;-21,79
"023";124,748;-124,748
"sétimo";5,816;-5,816
"setecentos";-10,683;10,683
"995";14,176;-14,176
"986";41,887;-41,887
"922";3,573;-3,573
"888";-11,276;11,276
"807";0,008;-0,008
"775967";-0,072;0,072
"643";23,293;-23,293
"585";3,15;-3,15
"451";52,431;-52,431
"440";5,932;-5,932
"354";41,422;-41,422
"270";9,491;-9,491
"versus";-10,683;10,683
"999";0,822;-0,822
"755";67,887;-67,887
"749";19,57;-19,57
"739";0,643;-0,643
"621";0,159;-0,159
"534";43,545;-43,545
"487";-0,033;0,033
"486";36,974;-36,974
"365";1,73;-1,73
"238";7,919;-7,919
"053";5,816;-5,816
"005";-0,955;0,955
"quatorze";-6,125;6,125
"pegar";-7,662;7,662
"903";49,687;-49,687
"727";0,092;-0,092
"723";61,505;-61,505
"703";33,144;-33,144
"687";14,176;-14,176
"648";18,758;-18,758
"638";29,829;-29,829
"614";-0,653;0,653
"5991";2,971;-2,971
"525";0,159;-0,159
"508";71,836;-71,836
"359";7,919;-7,919
"1963";3,573;-3,573
"093";-2,602;2,602
"afora";-5,846;5,846
"9882";38,627;-38,627
"873";29,143;-29,143
"73032";16,854;-16,854
"669";-0,653;0,653
"662";0,361;-0,361
"493";23,433;-23,433
"489";0;0
"426";13,342;-13,342
"292";5,816;-5,816
"247";10,445;-10,445
"1961";-3,557;3,557
"099";2,044;-2,044
"089";35,367;-35,367
"751";1,031;-1,031
"424";-0,528;0,528
"314";35,867;-35,867
"312";1,271;-1,271
"243";15,34;-15,34
"233";0,822;-0,822
"1941";-7,662;7,662
"treze";-7,37;7,37
"947";0,026;-0,026
"890";37,758;-37,758
"842";12,265;-12,265
"825";38,168;-38,168
"742";12,265;-12,265
"732";59,413;-59,413
"715";28,475;-28,475
"509";-0,828;0,828
"452";-0,141;0,141
"397";9,772;-9,772
"374";21,755;-21,755
"369";15,545;-15,545
"236";-0,309;0,309
"069";20,2;-20,2
"dezessete";-9,495;9,495
"772";0,665;-0,665
"771";1,271;-1,271
"754";58,941;-58,941
"711";23,433;-23,433
"700";0,151;-0,151
"646";75,748;-75,748
"617";55,485;-55,485
"572";55,485;-55,485
"539";52,56;-52,56
"536";8,724;-8,724
"430";26,627;-26,627
"404";-1,172;1,172
"382";3,724;-3,724
"368";0,665;-0,665
"366";0,004;-0,004
"221";0,244;-0,244
"213";1,546;-1,546
"095";-1,954;1,954
"oitavo";11,433;-11,433
"988";5,626;-5,626
"893";24,59;-24,59
"883";-1,749;1,749
"630";23,433;-23,433
"622";40,335;-40,335
"576";0,665;-0,665
"575";6,335;-6,335
"455";37,758;-37,758
"410";8,724;-8,724
"389";4,404;-4,404
"379";-3,93;3,93
"336";7,919;-7,919
"286";0,862;-0,862
"2026";-2,349;2,349
"1824";-4,742;4,742
"oitocentos";-8,605;8,605
"841";29,885;-29,885
"801";12,508;-12,508
"721";8,802;-8,802
"560";17,861;-17,861
"543";4,985;-4,985
"523";-0,079;0,079
"506";-0,523;0,523
"482";11,674;-11,674
"463";14,951;-14,951
"442";5,626;-5,626
"436";10,84;-10,84
"415";23,433;-23,433
"376";-2,583;2,583
"1919";-4,199;4,199
"035";1,858;-1,858
"016";49,228;-49,228
"996";8,802;-8,802
"884";31,663;-31,663
"762";22,72;-22,72
"748";49,39;-49,39
"694";16,341;-16,341
"664";79,13;-79,13
"402";77,722;-77,722
"386";4,272;-4,272
"344";-0,523;0,523
"335";8,802;-8,802
"217";-0,079;0,079
"020";0,241;-0,241
"960";7,983;-7,983
"891";7,168;-7,168
"822";7,983;-7,983
"784";-0,525;0,525
"696";14,133;-14,133
"673";52,939;-52,939
"652";22,72;-22,72
"570";0,142;-0,142
"545";24,59;-24,59
"490";22,72;-22,72
"474";23,962;-23,962
"473";0,241;-0,241
"438";11,674;-11,674
"427";12,847;-12,847
"421";4,802;-4,802
"371";1,179;-1,179
"257";-0,671;0,671
"1957";-4,764;4,764
"122";0,061;-0,061
"066";32,108;-32,108
"056";14,755;-14,755
"004";17,472;-17,472
"novecentos";-8,012;8,012
"ah";-2,12;2,12
"967";40,112;-40,112
"912";49,39;-49,39
"832";4,802;-4,802
"792";3,578;-3,578
"789";63,388;-63,388
"745";37,136;-37,136
"686";23,369;-23,369
"639";9,772;-9,772
"634";43,101;-43,101
"558";34,518;-34,518
"529";12,017;-12,017
"519";3,578;-3,578
"462";49,718;-49,718
"458";7,983;-7,983
"446";9,172;-9,172
"416";7,983;-7,983
"396";4,802;-4,802
"361";34,518;-34,518
"332";-0,007;0,007
"296";3,068;-3,068
"290";-1,896;1,896
"276";7,117;-7,117
"1943";-7,418;7,418
"044";1,673;-1,673
"idem";-4,477;4,477
"dezesseis";-7,418;7,418
"cima";-3,342;3,342
"961";-0,057;0,057
"941";37,136;-37,136
"902";22,026;-22,026
"901";14,133;-14,133
"870";-1,896;1,896
"844";0,538;-0,538
"804";31,663;-31,663
"747";49,39;-49,39
"734";0,061;-0,061
"695";8,942;-8,942
"654";1,179;-1,179
"637";0,018;-0,018
"629";12,017;-12,017
"611";0,241;-0,241
"610";28,85;-28,85
"549";60,094;-60,094
"469";17,861;-17,861
"441";5,547;-5,547
"439";17,861;-17,861
"412";6,355;-6,355
"358";1,179;-1,179
"345";1,487;-1,487
"304";8,942;-8,942
"179";1,847;-1,847
"085";13,317;-13,317
"048";0,001;-0,001
"954";12,017;-12,017
"937";15,545;-15,545
"568";0,538;-0,538
"495";8,338;-8,338
"4545";60,094;-60,094
"432";46,236;-46,236
"419";9,533;-9,533
"403";-0,393;0,393
"383";6,321;-6,321
"364";5,532;-5,532
"352";7,168;-7,168
"246";2,267;-2,267
"234";0,744;-0,744
"1787";-7,418;7,418
"dezenove";-7,121;7,121
"919";-0,879;0,879
"895";14,755;-14,755
"738";10,006;-10,006
"698";46,511;-46,511
"645";-0,525;0,525
"644";10,006;-10,006
"578";0,538;-0,538
"577";3,323;-3,323
"555";36,895;-36,895
"517";0,744;-0,744
"512";2,267;-2,267
"399";17,1;-17,1
"308";1,487;-1,487
"299";3,443;-3,443
"272";0,815;-0,815
"228";1,847;-1,847
"1889";-5,341;5,341
"040";-0,525;0,525
"037";8,113;-8,113
"910";20,112;-20,112
"876";36,895;-36,895
"875";0,744;-0,744
"812";-0,393;0,393
"788";50,258;-50,258
"783";2,615;-2,615
"735";0,996;-0,996
"729";14,755;-14,755
"692";46,511;-46,511
"681";-2,623;2,623
"584";11,696;-11,696
"475";0,241;-0,241
"420";0,241;-0,241
"407";6,355;-6,355
"401";25,171;-25,171
"372";0,01;-0,01
"348";0,386;-0,386
"318";0,01;-0,01
"298";-0,393;0,393
"084";2,756;-2,756
"072";-0,017;0,017
"049";7,285;-7,285
"045";0,245;-0,245
"039";5,547;-5,547
"025";5,633;-5,633
"994";9,172;-9,172
"958";17,472;-17,472
"794";20,112;-20,112
"787";12,449;-12,449
"712";20,715;-20,715
"693";15,621;-15,621
"667";4,054;-4,054
"663";8,338;-8,338
"647";15,621;-15,621
"603";9,172;-9,172
"597";36,895;-36,895
"595";0,996;-0,996
"559";2,756;-2,756
"434";16,352;-16,352
"398";4,054;-4,054
"248";-0,175;0,175
"1944";-4,192;4,192
"1599";2,267;-2,267
"098";10,36;-10,36
"031";37,287;-37,287
"malgrado";-0,175;0,175
"951";44,455;-44,455
"928";20,112;-20,112
"911";7,285;-7,285
"849";19,082;-19,082
"820";46,997;-46,997
"764";54,39;-54,39
"518";7,285;-7,285
"4781";0,386;-0,386
"477";0,245;-0,245
"465";1,665;-1,665
"377";0,386;-0,386
"32147";13,483;-13,483
"055";18,128;-18,128
"vigésimo";0,127;-0,127
"944";2,492;-2,492
"887";0,004;-0,004
"858";24,84;-24,84
"836";4,745;-4,745
"791";20,112;-20,112
"757";19,562;-19,562
"580";15,621;-15,621
"538";-0,036;0,036
"481";9,533;-9,533
"447";2,1;-2,1
"393";5,633;-5,633
"356";-1,88;1,88
"334";1,485;-1,485
"333";2,1;-2,1
"313";10,894;-10,894
"311";0,051;-0,051
"301";-1,88;1,88
"293";8,338;-8,338
"062";5,547;-5,547
"017";6,459;-6,459
"01169";-1,88;1,88
"007";3,981;-3,981
"968";2,615;-2,615
"963";19,082;-19,082
"931";0,127;-0,127
"863";8,549;-8,549
"852";33,855;-33,855
"843";45,549;-45,549
"824";17,472;-17,472
"782";3,95;-3,95
"744";4,745;-4,745
"741";-0,036;0,036
"671";17,472;-17,472
"596";9,316;-9,316
"547";5,633;-5,633
"54071";10,112;-10,112
"533";19,082;-19,082
"460";21,643;-21,643
"431";13,204;-13,204
"428";3,981;-3,981
"268";-0,004;0,004
"1933";-5,341;5,341
"140251";13,483;-13,483
"029";27,797;-27,797
"998";0,004;-0,004
"991";27,674;-27,674
"927";4,745;-4,745
"881";2,615;-2,615
"877";-0,586;0,586
"837";30,749;-30,749
"803";4,745;-4,745
"776";19,562;-19,562
"750";14,236;-14,236
"737";2,615;-2,615
"660";14,913;-14,913
"618";12,449;-12,449
"607";1,485;-1,485
"567";21,643;-21,643
"551";19,562;-19,562
"502";2,615;-2,615
"269";-0,394;0,394
"1079";-3,062;3,062
"083";44,455;-44,455
"043";21,643;-21,643
"034";21,932;-21,932
"012";11,715;-11,715
"011";19,082;-19,082
"976";8,708;-8,708
"926";9,316;-9,316
"916";-1,19;1,19
"907";3,226;-3,226
"896";16,857;-16,857
"892";24,636;-24,636
"865";0,004;-0,004
"860";10,099;-10,099
"845";0,004;-0,004
"809";-2,784;2,784
"786";1,939;-1,939
"777";16,857;-16,857
"716";30,899;-30,899
"682";8,708;-8,708
"668";21,932;-21,932
"665";-0,017;0,017
"659";24,636;-24,636
"636";16,857;-16,857
"606";11,715;-11,715
"454";0,635;-0,635
"346";0,411;-0,411
"325";8,708;-8,708
"1951";-5,044;5,044
"1914";-0,07;0,07
"094";0,122;-0,122
"063";9,316;-9,316
"030";7,81;-7,81
"nono";-0,775;0,775
"ista";24,636;-24,636
"ei";5,836;-5,836
"990";0,635;-0,635
"917";0,635;-0,635
"885";19,082;-19,082
"864";2,492;-2,492
"861";6,67;-6,67
"704";6,67;-6,67
"702";0,041;-0,041
"699";1,939;-1,939
"658";4,811;-4,811
"62880";10,112;-10,112
"511";1,939;-1,939
"497";0,041;-0,041
"470";21,643;-21,643
"4552";24,636;-24,636
"411";0,929;-0,929
"3864";10,112;-10,112
"355";1,939;-1,939
"338";1,939;-1,939
"329";3,95;-3,95
"1930";-4,154;4,154
"1057";10,099;-10,099
"087";24,636;-24,636
"082";6,67;-6,67
"064";24,857;-24,857
"059";13,605;-13,605
"024";28,083;-28,083
"018";-0,775;0,775
"008";1,789;-1,789
"989";-0,07;0,07
"959";37,081;-37,081
"929";0,122;-0,122
"913";7,885;-7,885
"866";1,789;-1,789
"823";18,703;-18,703
"819";24,857;-24,857
"798";-0,586;0,586
"763";21,521;-21,521
"655";9,316;-9,316
"633";-0,488;0,488
"574";2,492;-2,492
"569";24,612;-24,612
"561";1,789;-1,789
"466";0,122;-0,122
"4601";50,566;-50,566
"453";-1,699;1,699
"363";9,316;-9,316
"327";-0,414;0,414
"294";11,715;-11,715
"255";1,789;-1,789
"2116917";50,566;-50,566
"1959";-2,235;2,235
"1958";-1,965;1,965
"1955";-3,56;3,56
"1949";-4,451;4,451
"1945";-1,965;1,965
"1014";21,643;-21,643
"075";4,811;-4,811
"042";0,122;-0,122
"002";10,356;-10,356
"comigo";-1,965;1,965
"962";21,521;-21,521
"918";-4,154;4,154
"872";22,226;-22,226
"855";5,836;-5,836
"805";18,703;-18,703
"761";7,81;-7,81
"753";6,252;-6,252
"685";5,836;-5,836
"624";1,307;-1,307
"6121";13,605;-13,605
"598";21,658;-21,658
"507";3,991;-3,991
"4903";9,316;-9,316
"439314";10,112;-10,112
"417";-0,414;0,414
"409";9,316;-9,316
"391";-1,699;1,699
"306";3,991;-3,991
"281";0,257;-0,257
"262";1,307;-1,307
"1942";-1,185;1,185
"1916";-4,154;4,154
"1140";47,195;-47,195
"090";21,658;-21,658
"081";1,789;-1,789
"052";0,743;-0,743
"028";-0,586;0,586
"apud";-3,56;3,56
"948";11,012;-11,012
"942";7,066;-7,066
"936";18,476;-18,476
"915";8,549;-8,549
"908";2,401;-2,401
"799";6,252;-6,252
"790";0;0
"780";5,003;-5,003
"773";0,459;-0,459
"733";35,517;-35,517
"730";-1,699;1,699
"680";-0,263;0,263
"626";3,991;-3,991
"6197";7,066;-7,066
"6181";3,991;-3,991
"6178";7,066;-7,066
"6165";7,066;-7,066
"589";5,003;-5,003
"510";0,743;-0,743
"4562";28,083;-28,083
"408";-0,138;0,138
"380";5,003;-5,003
"3200";7,066;-7,066
"315";0;0
"2285";-3,857;3,857
"1953";-1,439;1,439
"1947";-3,56;3,56
"1931";-3,56;3,56
"088";28,854;-28,854
"073";-0,138;0,138
"047";35,517;-35,517
"catorze";-3,56;3,56
"975";6,252;-6,252
"933";0,031;-0,031
"796";2,401;-2,401
"7697";0,031;-0,031
"7688";5,003;-5,003
"752";13,041;-13,041
"719";0,743;-0,743
"710";8,549;-8,549
"6688";24,857;-24,857
"609";28,854;-28,854
"505";-3,56;3,56
"456";2,401;-2,401
"392";4,169;-4,169
"375";0,743;-0,743
"1956";-1,439;1,439
"1954";-3,56;3,56
"1898";-1,187;1,187
"1890";-1,439;1,439
"071";32,182;-32,182
"041";6,252;-6,252
"00013";-1,439;1,439
"980";3,177;-3,177
"973";3,177;-3,177
"957";-1,185;1,185
"932";12,584;-12,584
"899";-1,185;1,185
"897";-0,138;0,138
"839";6,252;-6,252
"834";10,356;-10,356
"810";12,584;-12,584
"808";18,493;-18,493
"785";21,658;-21,658
"770";28,854;-28,854
"769";0,12;-0,12
"768";-1,185;1,185
"765";15,492;-15,492
"728";15,492;-15,492
"7036900";-3,264;3,264
"7016";21,658;-21,658
"677";-0,138;0,138
"6714";21,658;-21,658
"6698";21,658;-21,658
"6347";21,658;-21,658
"6053";15,373;-15,373
"602";3,177;-3,177
"537";3,177;-3,177
"521";2,372;-2,372
"4294";37,081;-37,081
"414";3,177;-3,177
"2667";15,492;-15,492
"1925";-3,264;3,264
"065";5,446;-5,446
"057";0,12;-0,12
"054";1,661;-1,661
"051";10,356;-10,356
"triplo";-2,967;2,967
"_________";4,169;-4,169
"978";4,658;-4,658
"862";0,969;-0,969
"856";25,534;-25,534
"740";2,372;-2,372
"725";9,78;-9,78
"679";7,81;-7,81
"653";-0,047;0,047
"6351";30,338;-30,338
"631";4,169;-4,169
"608";12,584;-12,584
"582";18,493;-18,493
"476";7,81;-7,81
"38672";10,112;-10,112
"1952";-2,967;2,967
"1789";-2,967;2,967
"1788";-2,967;2,967
"1662";25,534;-25,534
"0807907";2,501;-2,501
"068";-0,706;0,706
"006";-0,047;0,047
"vosso";-2,67;2,67
"940";5,446;-5,446
"930";-0,002;0,002
"920";0,969;-0,969
"886";-0,002;0,002
"838";1,583;-1,583
"817";9,78;-9,78
"814";15,664;-15,664
"774";12,317;-12,317
"7695";0,557;-0,557
"736";-2,67;2,67
"7191";0,557;-0,557
"697";2,372;-2,372
"5874";9,78;-9,78
"5646";30,338;-30,338
"550";-0,002;0,002
"520";-0,706;0,706
"515";-0,706;0,706
"471";2,372;-2,372
"464";0,557;-0,557
"4148";-0,706;0,706
"4100";-2,67;2,67
"3400";5,446;-5,446
"2501";22,226;-22,226
"2463";9,78;-9,78
"2142";-0,706;0,706
"1939";-1,78;1,78
"1920";-2,67;2,67
"1830";-2,67;2,67
"140499";30,338;-30,338
"092";9,78;-9,78
"067";3,335;-3,335
"0601042";-2,67;2,67
"036";15,373;-15,373
"032";2,501;-2,501
"00945";-2,077;2,077
"000229";9,78;-9,78
"vos";-0,023;0,023
"connosco";-0,488;0,488
"977";0,02;-0,02
"974";0,02;-0,02
"955";12,317;-12,317
"914";0,02;-0,02
"852302";26,967;-26,967
"840";18,934;-18,934
"829";12,317;-12,317
"816";-2,373;2,373
"813";0,969;-0,969
"705";3,335;-3,335
"6019";0,02;-0,02
"4986";6,52;-6,52
"498";4,658;-4,658
"4544";26,967;-26,967
"4275";12,317;-12,317
"3549";-0,488;0,488
"3418";26,967;-26,967
"3110";3,335;-3,335
"22379";-0,488;0,488
"1938";-2,077;2,077
"1926";-0,488;0,488
"1888";-2,373;2,373
"1717";0,02;-0,02
"1013869";0,969;-0,969
"086";12,317;-12,317
"061";-0,488;0,488
"033";7,118;-7,118
"00001";26,967;-26,967
"952";-0,293;0,293
"945";-0,293;0,293
"924";-0,293;0,293
"909";4,658;-4,658
"90819";0,372;-0,372
"778";15,664;-15,664
"7029026";20,225;-20,225
"674";1,583;-1,583
"638307";9,351;-9,351
"6353";23,596;-23,596
"5895";15,664;-15,664
"532";0,129;-0,129
"4722";23,596;-23,596
"4609";23,596;-23,596
"459";-0,293;0,293
"4190";23,596;-23,596
"4169";23,596;-23,596
"4029";9,351;-9,351
"3853";23,596;-23,596
"3617";4,658;-4,658
"24725";23,596;-23,596
"2028";0,831;-0,831
"1936";-2,077;2,077
"1900";-1,483;1,483
"1850";-2,077;2,077
"1842";0,129;-0,129
"15205";1,583;-1,583
"1461";4,658;-4,658
"1155";4,658;-4,658
"1016";6,52;-6,52
"1007104";4,658;-4,658
"0802704";15,664;-15,664
"0600252";-2,077;2,077
"0024";-1,187;1,187
"0017";0,01;-0,01
"uf";2,501;-2,501
"trigésimo";-1,78;1,78
"993";0,372;-0,372
"9868";0,372;-0,372
"8666";0,372;-0,372
"821";-0,131;0,131
"726";-1,78;1,78
"676";0,372;-0,372
"657";-0,131;0,131
"6341";12,428;-12,428
"632";3,905;-3,905
"600306";2,501;-2,501
"599628";12,428;-12,428
"5537";20,225;-20,225
"5473";20,225;-20,225
"5320";20,225;-20,225
"522";6,158;-6,158
"4874";20,225;-20,225
"4555";-0,131;0,131
"4400";20,225;-20,225
"4230";20,225;-20,225
"3908";6,52;-6,52
"3901";-1,78;1,78
"34483";20,225;-20,225
"2435";20,225;-20,225
"1928";0,831;-0,831
"1849";6,52;-6,52
"1846";-1,187;1,187
"1831";-1,78;1,78
"1820";-1,78;1,78
"1746";-0,131;0,131
"16602";12,428;-12,428
"163231";20,225;-20,225
"1603";-1,78;1,78
"1399";20,225;-20,225
"1213";0,372;-0,372
"1212";0,372;-0,372
"1103";-1,78;1,78
"1013";-1,78;1,78
"1006642";-1,78;1,78
"1002268";-1,78;1,78
"077";-0,131;0,131
"0706877";20,225;-20,225
"0601616";2,501;-2,501
"058";0,372;-0,372
"050";0,831;-0,831
"025315";-0,131;0,131
"02000";-1,78;1,78
"01839";0,372;-0,372
"00203";20,225;-20,225
"0016";-0,131;0,131
"eminência";-1,483;1,483
"997";0,831;-0,831
"9394";9,246;-9,246
"9164";-1,483;1,483
"904";-1,187;1,187
"894";0,831;-0,831
"867";-0,023;0,023
"818";-0,023;0,023
"767";13,483;-13,483
"7000";-1,187;1,187
"6718";16,854;-16,854
"6711";16,854;-16,854
"6685";9,246;-9,246
"6683";16,854;-16,854
"6445";0,831;-0,831
"6343";9,246;-9,246
"604";3,905;-3,905
"5617";-1,483;1,483
"5367";16,854;-16,854
"531";-1,483;1,483
"4696";0,831;-0,831
"4074";-1,483;1,483
"3540";3,905;-3,905
"2728";3,905;-3,905
"2630";16,854;-16,854
"2418";16,854;-16,854
"23216";0,831;-0,831
"2300492";16,854;-16,854
"202033";-1,483;1,483
"1927";-1,187;1,187
"1924";-1,483;1,483
"1923";-1,187;1,187
"1918";-1,483;1,483
"1917";-0,89;0,89
"1841";3,905;-3,905
"1775";-1,187;1,187
"1642";9,246;-9,246
"1558";-0,89;0,89
"1528";9,246;-9,246
"145018";-1,483;1,483
"1426";16,854;-16,854
"1254";3,905;-3,905
"1172";3,905;-3,905
"1134";-0,023;0,023
"1101937";16,854;-16,854
"1087";3,905;-3,905
"1010";16,854;-16,854
"097";16,854;-16,854
"0803563";3,905;-3,905
"0803559";3,905;-3,905
"0803451";16,854;-16,854
"08012";-1,187;1,187
"02155";9,246;-9,246
"0117";3,905;-3,905
"00815";9,246;-9,246
"0029307";-1,483;1,483
"00223";16,854;-16,854
"0020";0,01;-0,01
"00191";9,246;-9,246
"0005";0,186;-0,186
"00042";-1,483;1,483
"00034853";-1,483;1,483
"00028";9,246;-9,246
"0002";6,158;-6,158
"00004";9,246;-9,246
"z";0,01;-0,01
"seteiro";-1,187;1,187
"centésimo";-1,187;1,187
"aonde";-1,187;1,187
"9996";-1,187;1,187
"970";1,667;-1,667
"956";10,112;-10,112
"9500504537";-1,187;1,187
"943";1,667;-1,667
"880";3,26;-3,26
"8400";-1,187;1,187
"6707";-1,187;1,187
"6288";0,01;-0,01
"627189";6,158;-6,158
"59750";10,112;-10,112
"5676";13,483;-13,483
"5547";13,483;-13,483
"5543";13,483;-13,483
"5291";13,483;-13,483
"5102";-1,187;1,187
"4815";13,483;-13,483
"4717";6,158;-6,158
"4451";1,667;-1,667
"4426";6,158;-6,158
"4411";13,483;-13,483
"4056";13,483;-13,483
"4048";13,483;-13,483
"3983";-1,187;1,187
"3965";13,483;-13,483
"3874";1,667;-1,667
"3600";0,01;-0,01
"3569";13,483;-13,483
"352016";-1,187;1,187
"2908";13,483;-13,483
"2566";6,158;-6,158
"25000";-1,187;1,187
"2381";6,158;-6,158
"2238";1,667;-1,667
"220906";13,483;-13,483
"2049";-1,187;1,187
"20211";-1,187;1,187
"19992";13,483;-13,483
"1929";-1,187;1,187
"1922";1,667;-1,667
"1921";-1,187;1,187
"1902";-1,187;1,187
"190001";-1,187;1,187
"1880";-1,187;1,187
"1821";0,01;-0,01
"1819";-1,187;1,187
"18101";1,667;-1,667
"1791";-1,187;1,187
"1605";-1,187;1,187
"1307";-1,187;1,187
"1287";0,01;-0,01
"1285";-0,89;0,89
"1263";-1,187;1,187
"1262";-1,187;1,187
"1220";-1,187;1,187
"1219";-1,187;1,187
"1151";13,483;-13,483
"1111425";13,483;-13,483
"1066";6,158;-6,158
"1053624";-1,187;1,187
"1052";6,158;-6,158
"1050";1,667;-1,667
"1044";0,01;-0,01
"0741503";13,483;-13,483
"0719729";13,483;-13,483
"060104498";13,483;-13,483
"0564";6,158;-6,158
"050616";-1,187;1,187
"0245591";1,667;-1,667
"02143";13,483;-13,483
"02037";13,483;-13,483
"00737";13,483;-13,483
"002783";-1,187;1,187
"00275";13,483;-13,483
"0018";0,186;-0,186
"0011110";13,483;-13,483
"0011";1,667;-1,667
"00055";13,483;-13,483
"00038";13,483;-13,483
"000303";1,667;-1,667
"0003";0,186;-0,186
"00020";13,483;-13,483
"bus";-0,89;0,89
"______";0,186;-0,186
"9760";-0,89;0,89
"9567716";-0,89;0,89
"953";3,26;-3,26
"921";0,186;-0,186
"92019";10,112;-10,112
"8987";-0,89;0,89
"89515";10,112;-10,112
"8820910";-0,89;0,89
"855091";-0,89;0,89
"827";3,26;-3,26
"7350";10,112;-10,112
"7102";-0,89;0,89
"6999";10,112;-10,112
"6898";3,26;-3,26
"6751";-0,89;0,89
"6710";0,186;-0,186
"6709";0,186;-0,186
"6708";3,26;-3,26
"6684";0,186;-0,186
"6621";3,26;-3,26
"6565";-0,89;0,89
"6529";0,186;-0,186
"64216";0,186;-0,186
"6134";-0,89;0,89
"5919";10,112;-10,112
"5619";3,26;-3,26
"5592";10,112;-10,112
"5577";-0,89;0,89
"55379";-0,89;0,89
"5462";3,26;-3,26
"5287";10,112;-10,112
"511961";3,26;-3,26
"5106";-0,89;0,89
"50408";0,186;-0,186
"4878";-0,89;0,89
"47641";-0,89;0,89
"4578";10,112;-10,112
"4171";10,112;-10,112
"414426";0,186;-0,186
"4066";3,26;-3,26
"3792";10,112;-10,112
"3756";10,112;-10,112
"3699";10,112;-10,112
"3649";10,112;-10,112
"3632";10,112;-10,112
"3609";10,112;-10,112
"3606";0,186;-0,186
"3512";10,112;-10,112
"3306";10,112;-10,112
"32220";10,112;-10,112
"3136";3,26;-3,26
"3112";0,186;-0,186
"3065063";-0,89;0,89
"2995";10,112;-10,112
"29194";-0,89;0,89
"2848";-0,89;0,89
"2847";0,186;-0,186
"2629";3,26;-3,26
"25499";10,112;-10,112
"2321";3,26;-3,26
"2303055";10,112;-10,112
"2188592";10,112;-10,112
"20441";-0,89;0,89
"2032";-0,89;0,89
"20201";-0,89;0,89
"1909";-0,89;0,89
"1899";-0,89;0,89
"1881";-0,89;0,89
"1870";-0,89;0,89
"1864";-0,89;0,89
"1832";-0,89;0,89
"1695";-0,89;0,89
"1657";10,112;-10,112
"16272601";-0,89;0,89
"1579";-0,89;0,89
"154248";3,26;-3,26
"1540";10,112;-10,112
"1523";10,112;-10,112
"1454";0,186;-0,186
"14247";0,186;-0,186
"1422";0,186;-0,186
"1419";-0,89;0,89
"1388";-0,89;0,89
"1369";10,112;-10,112
"1365";3,26;-3,26
"1309";10,112;-10,112
"1300";-0,89;0,89
"1254009520045030027";3,26;-3,26
"1193";10,112;-10,112
"1163";0,186;-0,186
"1115";0,186;-0,186
"1084";10,112;-10,112
"1063";3,26;-3,26
"1029408";3,26;-3,26
"1016202";-0,89;0,89
"1007";3,26;-3,26
"1002";10,112;-10,112
"08620";-0,89;0,89
"0815697";0,186;-0,186
"08117388";0,186;-0,186
"076";3,26;-3,26
"0600306";3,26;-3,26
"01380";10,112;-10,112
"0126";3,26;-3,26
"0104931";10,112;-10,112
"0100352";10,112;-10,112
"0100";3,26;-3,26
"0095";0,186;-0,186
"008372";0,186;-0,186
"0054";10,112;-10,112
"00192";0,186;-0,186
"0019";0,186;-0,186
"00091";10,112;-10,112
"0007";0,186;-0,186
"0006";0,186;-0,186
"0004";3,26;-3,26
"00026";3,26;-3,26
"*dec_sjur497411";18,187;-18,187
"*uf_PE";75,282;-75,282
"*adpf_1088";45,244;-45,244
